State,Crop,AVERAGE PHL (%),Avg Rainfall,Avg Humidity,Avg Temp,Risk Score
Nasarawa,Sesame seed,30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
Nasarawa,Soya beans,30.0,98.65864583333332,66.51229166666667,26.828645833333336,Medium
Niger,Carrots and turnips,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,"Cashew nuts, in shell",30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,"Cassava, fresh",30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,"Ginger, raw",30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Green corn (maize),30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Karite nuts (sheanuts),30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Kenaf,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Maize (corn),30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,"Mangoes, guavas and mangosteens",30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Other fibre crops,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Rice,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Soya beans,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Unmanufactured tobacco,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Niger,Yams,30.0,123.09354166666667,68.98177083333333,25.8559375,Medium
Ogun,Bananas,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,"Cashew nuts, in shell",30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,"Cassava, fresh",30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Cocoa beans,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,"Coconuts, in shell",30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,"Coffee, green",30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Kenaf,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Kola nuts,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,"Mangoes, guavas and mangosteens",30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Okra,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Other citrus fruit,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Other fruits,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Other nuts,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Other stimulant crops,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Other vegetables,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
Ogun,Papayas,30.0,150.46322916666665,87.48843749999999,25.682708333333334,Medium
